DATE,Manhattan,Staten Island,Brooklyn,Bronx,Queens
2025-01-01,28.2926600284495,57.70052469135803,38.14620869565218,44.491014043109075,44.66480311928372
2025-01-02,29.96098928796471,53.524665118079746,34.1188463768116,42.04861441798942,41.37075557664926
2025-01-03,29.643404031919363,53.402931034482755,32.842231308411215,40.4176433750824,40.855343380389165
2025-01-04,28.95483078827899,54.75788031863221,35.00377402446127,42.301125391333,42.92417661097852
2025-01-05,30.672161709258482,57.53968834688347,36.95287470725995,43.84008602150538,44.332198083673276
2025-01-06,30.294231611208403,52.557748842592595,31.382439024390244,40.584613490891186,40.227120091064315
2025-01-07,28.711939208294062,50.77556712962963,31.02175203725262,38.670614881439086,39.26685730464326
2025-01-08,29.111056872037917,51.70569377061906,31.754265734265733,37.918948594243886,38.78191842180501
2025-01-09,28.30506093189964,51.275594135802464,30.649680418361417,38.390403414797454,39.23196817579087
2025-01-10,29.494582511505588,52.55780181572339,31.97618107951248,38.86285761589404,39.35930015111447
2025-01-11,31.537924314525263,55.98824371373307,34.19341690962099,45.915786061588335,42.694219888352734
2025-01-12,31.69366212898906,56.921128532713894,36.5172775175644,47.130634559062806,43.988266055921365
2025-01-13,30.135531159902413,50.61982253086419,33.8580764774044,43.529765051395,40.643403126480344
2025-01-14,28.52583802024747,49.44365881898881,31.054811812391428,41.948138044371404,39.69377019578027
2025-01-15,26.466437472185135,50.04894097222222,31.0352095459837,43.00980922876243,39.25414627205464
2025-01-16,27.26464467566969,51.2368841982959,31.70327677004096,41.44796568627451,39.79743047619048
2025-01-17,28.05601648947711,49.78045683313976,30.976101398601397,39.56151272845953,38.00644457099469
2025-01-18,29.72639344262295,53.774622531939606,33.195008797653955,42.56587518283764,40.764161437535655
2025-01-19,30.695970852978995,54.017405478395055,35.95721474546518,46.659206116804945,42.7409276789095
2025-01-20,27.532472814267074,54.448464361599385,33.95250733998826,45.26892544570503,42.40793596340766
2025-01-21,27.483805024199125,51.78318865740741,31.809551543389635,43.37534081665853,40.69177891446434
2025-01-22,27.503403663343377,52.84205054012346,30.942836342457774,43.49965817808921,41.48241997316465
2025-01-23,25.534544378698225,52.384820130475305,31.012631271878647,41.989651536812005,40.19000877364009
2025-01-24,27.29208370436331,51.4913872627284,31.4429483459083,40.81041082164329,39.80857886763871
2025-01-25,28.78142477876106,54.03757797525701,34.35456559766764,44.77990860990861,42.79340828628839
2025-01-26,31.479587651598674,56.73301805054151,35.9247646717025,46.88044390637611,44.886751063007345
2025-01-27,26.62177191328935,51.326392635800225,28.128578255675027,40.973711656441715,39.064809189656835
2025-01-28,26.269213245655237,51.97088133113915,23.39146372239748,38.17163161584297,37.825703833772316
2025-01-29,27.049744630071597,53.018043915827995,24.551802949061663,37.159594356261024,39.5946302504437
2025-01-30,26.53731287773129,51.46853969410051,26.322633986928103,37.92444352159468,38.95024100994644
2025-01-31,26.954714611872145,50.14886930983847,27.347386223862237,38.64562864549579,38.27769836003413
2025-02-01,28.818561458802343,56.00068530701754,30.535509828009825,43.30917777420909,43.31795643939394
2025-02-02,28.658877118644067,55.09623130796896,28.978278737343658,44.467755598831545,44.18951062824752
2025-02-03,28.285391621129328,48.75842163600088,27.379389671361505,40.48505114466634,39.51218954558391
2025-02-04,26.499209440879927,45.50292290748899,27.887248084855628,40.43303361618799,39.911369160653244
2025-02-05,27.630453603499884,49.200981832238114,23.897177371832647,41.90199771875509,39.972539833080425
2025-02-06,26.54654664484452,49.63776560014142,23.383982608695653,42.283532493043055,40.071556482974486
2025-02-07,26.34629105839416,49.30114529023288,22.524298143851507,39.354567198177676,38.56511865368252
2025-02-08,27.32819529206626,50.02819632132132,24.759021990740738,40.968327963917524,40.92921864678683
2025-02-09,27.836576519916143,49.31151909722222,26.23664113140837,45.00179673614477,43.040411931818184
2025-02-10,26.5104822790489,46.17998550724638,23.655463556851313,40.287611940298504,38.874156250000006
2025-02-11,26.419479140328697,46.047790459467365,23.578410672853828,40.59223541048467,39.91136798905609
2025-02-12,26.73013916500994,47.307936921296296,23.788480420806543,40.877788254756,40.737772349780165
2025-02-13,25.3563300871348,44.84120974760661,22.31497682502897,37.23285480170436,37.453944704049846
2025-02-14,25.626073529411766,44.47319839307787,22.335827546296294,35.52702522375915,37.21755715536531
2025-02-15,28.43905095839177,48.740833333333335,24.711940828402366,41.83369263089851,41.48343636897192
2025-02-16,27.84816705336427,49.20201074928865,20.258658892128278,43.61102974458455,42.116576347451826
2025-02-17,30.286444964871194,48.355452221156916,19.98430475086906,42.82585698070375,41.68621479387974
2025-02-18,27.33605724154947,48.21350063131313,19.488732638888887,41.67412690684843,40.8741186770428
2025-02-19,25.483687466379777,48.76657070547295,20.26799767846779,41.30108787977785,41.04006332196785
2025-02-20,26.560162018592298,48.13888391429485,19.17199652777778,40.68107871720117,41.01946742099103
2025-02-21,28.06202407270941,46.78738539361366,19.229214536928488,39.63414986996099,39.85555784112058
2025-02-22,27.10445042839657,48.51863884430176,27.067626025791327,42.579017481385556,42.81844358363131
2025-02-23,28.888805864270513,49.97435921717172,32.25258358662614,44.60073032800129,43.70274101511663
2025-02-24,27.898299415204676,45.82690769743419,19.39614552014432,40.91508295380611,39.93982986389111
2025-02-25,27.530932475884242,46.381194503171244,14.803049601959584,40.54947171651496,39.76427751485248
2025-02-26,26.80950601805416,45.23334230898688,20.10711700064641,38.59856002606288,38.761077761267956
2025-02-27,26.419141736145168,45.194089985486215,25.861699258260284,38.471601041327695,37.36764763586423
2025-02-28,34.18169946332737,51.03392578125,43.456758620689655,47.27646493756004,46.080465686274515
