DATE,Manhattan,Staten Island,Brooklyn,Bronx,Queens
2025-01-02,27.861211636828642,50.03163252638113,28.88071494893222,38.77703722988805,38.559148550724636
2025-01-03,27.756666666666664,49.98943513345748,27.39809124767225,36.84387441375717,37.62437148502812
2025-01-04,29.223246793869254,53.37963248919086,32.16812037037037,39.836935024592286,41.260998187858654
2025-01-05,30.87342977893368,56.22361576660459,34.754145658263305,42.17008348552048,43.05690292291382
2025-01-06,27.76647271531887,48.60356481481481,25.064888888888888,36.879852024922116,36.307780793004675
2025-01-07,26.682714823690517,46.27441975308642,24.638092592592592,34.0800885647304,35.66037778446719
2025-01-08,26.84292475314947,47.66500467435338,25.726425255338906,32.50800737036062,34.63231027125876
2025-01-09,26.45133264816718,46.96987345679012,24.262316960148286,33.34536014721346,35.5617969573731
2025-01-10,27.473154993514918,48.94059696875967,26.073287037037037,33.724470094438615,35.85365883062086
2025-01-11,31.51058344640434,54.97794444444445,31.45796846011132,43.858556647697874,41.580260777811276
2025-01-12,31.310421666095305,55.72920235878336,34.11591417910448,45.23114984391259,42.60920666462855
2025-01-13,27.364253882511814,46.44004320987654,28.131992585727524,38.73324127149557,37.08670832705918
2025-01-14,26.902962085308058,46.91441975308642,24.41575925925926,36.74660495436767,36.039352941176475
2025-01-15,25.56218760469012,45.79404320987655,25.503083333333333,38.68807582446118,35.2245395531401
2025-01-16,25.308916025426566,47.24417901234568,26.23439814814815,36.48420546163849,36.020907443756606
2025-01-17,26.35715571857286,45.57265432098765,26.42047265987025,33.708355520751766,33.71021742412804
2025-01-18,29.470797052913596,51.10198148148149,31.00625231910946,39.142086685699454,38.43187972197038
2025-01-19,31.24530307941653,52.66794135802469,34.35545708955224,45.94057128018696,42.12041114457832
2025-01-20,26.05246073298429,53.77547530864198,30.380009293680295,43.52912964876033,41.530139933794764
2025-01-21,25.501984289617486,47.817327160493825,26.884925925925927,39.32316102352029,37.72956744536548
2025-01-22,24.813949175824177,49.16451851851852,25.37625231910946,39.267289204097715,38.45082474226804
2025-01-23,24.894017796030113,48.75449387876978,26.049043639740017,37.017236773179675,36.360607893543026
2025-01-24,26.06298,47.78926201372998,26.783564814814813,35.833368841544605,36.56174031066204
2025-01-25,28.02670054200542,52.068025139664805,32.15652376514445,42.069423126448626,41.04998934388796
2025-01-26,31.475022207037924,55.7617065344224,34.106425255338905,45.25627486437613,43.774612809980226
2025-01-27,23.852418785310736,46.96255841121495,21.324734848484848,35.657484764542936,34.79054364471669
2025-01-28,23.25882121103547,48.40552923976608,17.843856015779092,32.139598163030996,33.27379903109861
2025-01-29,23.793830916165547,50.66962121212121,19.017533960292578,31.386908462867012,35.795204449318504
2025-01-30,24.623395712827495,47.963469268861054,22.679789156626505,32.60244479914871,34.8479548211037
2025-01-31,24.967820033955856,46.80187536571094,23.081538461538464,33.87155659155659,34.86196285671146
2025-02-01,28.866304421194734,54.832488304093566,29.290467196819083,40.89015467904099,41.87833132892363
2025-02-02,28.723741032998564,54.70091641791045,27.640859073359074,43.75298499741335,43.8456596961035
2025-02-03,26.424359756097562,44.59100622027076,21.8423595505618,36.466021699819166,36.07736889692586
2025-02-04,24.97388625592417,40.929198581560286,21.13412429378531,35.10343904341045,36.141093257245835
2025-02-05,25.06338185511171,45.804442780107856,18.209675324675324,37.15509849663038,35.94756350518563
2025-02-06,24.249554421768707,46.33756514429812,19.770770659238625,38.833019659239845,36.80165488190161
2025-02-07,24.86872826457552,45.49615277777777,17.550297397769516,33.659953112789786,34.354833233173075
2025-02-08,27.59588586595886,51.03616923956546,24.56460185185185,40.97684871794871,41.603350360576925
2025-02-09,28.516143875567074,50.67697222222222,26.318443396226414,45.75919824697087,43.7502580353101
2025-02-10,24.736560054440286,42.45653703703704,18.411133828996284,35.448429237947124,34.47662251655629
2025-02-11,24.13910569105691,43.47366666666667,18.10762962962963,35.91390347387961,36.638254189944135
2025-02-12,24.062495612495614,46.17067129629629,20.883977695167285,38.149278081834765,39.133569995369655
2025-02-13,23.697210584343992,41.66491203703704,17.816222222222223,32.225115255115256,33.450125057897175
2025-02-14,23.92296243291592,39.93441450269476,18.118722222222225,28.784529381175247,32.69690796597061
2025-02-15,28.37078591749644,47.73937467700259,23.611218809980805,39.196192708333335,40.3408452900811
2025-02-16,27.854832311575908,48.73709449216776,20.88065604498594,41.91389261744967,41.03976827371695
2025-02-17,29.04018935334048,45.519414141414146,17.4117962962963,39.144795548654244,39.152877776052186
2025-02-18,24.386909224549797,44.7635505050505,15.593064814814813,37.37634904194717,37.63806166718314
2025-02-19,22.339277799006496,46.51818686868687,16.26058604651163,37.548402007395666,37.812291569632045
2025-02-20,23.905376055257097,45.940333333333335,14.808370370370369,36.53178117708063,38.34882380288238
2025-02-21,25.880434622467774,42.90206060606061,16.736880819366853,34.969601043024774,37.16211889530348
2025-02-22,25.463226776983827,46.17200809307031,27.508027906976746,40.16374130378769,41.36247409532918
2025-02-23,28.282380952380954,47.75655555555555,31.421432777232578,42.21812613078315,42.42017677974199
2025-02-24,25.23432877672625,40.96282106394411,13.506058252427184,36.014313572542896,36.102690104995226
2025-02-25,25.24416425470333,42.88727222222222,17.24230158730159,35.58267708333334,36.247898677712286
2025-02-26,23.92171610965077,41.43994646680942,20.15611956521739,33.16363683662851,34.54819492322156
2025-02-27,23.424846070264397,41.45586574074074,18.020253303964758,33.080682825123795,32.47078248719143
